年度,所管局№,所管局,施策分野№,施策分野,事業名,補助金名,補助金の概要,補助対象者№,補助対象者,予算額（千円）,所管部署,問い合わせ先,各局HPリンク
2025,15,産業労働局,16,国際金融都市、特区・外国企業誘致,金融機関等と連携した海外企業誘致促進事業,金融機関等と連携した海外企業誘致促進事業補助金,"補助金の目的：都への進出意向がある海外企業の事業を都が認定し、都への進出費用等をサポート
補助対象者　：都への進出意向がある海外企業
補助対象経費：専門家相談料、法人設立費、オフィス等賃借料など
負担割合　　：都2/3、事業者1/3",5 ,民間団体,"967,000",産業労働局産業・エネルギー政策部計画課,03-5000-7722,
2025,15,産業労働局,16,国際金融都市、特区・外国企業誘致,金融機関等と連携した海外企業誘致促進事業展示会出展補助金,都内企業との取引拡大支援,"補助金の目的：都内企業とのマッチングに伴う展示会出展経費を補助
補助対象者　：金融機関等と連携した海外企業誘致促進事業により都内進出した企業
補助対象経費：出展小間料、資材費、輸送費　等
負担割合　　：都2/3、事業者1/3",5 ,民間団体,"31,900",産業労働局産業・エネルギー政策部計画課,03-5000-7722,
2025,15,産業労働局,09,中小企業支援,ＣＶＣによる中小企業・スタートアップへの投資環境整備事業補助金,ＣＶＣによる中小企業・スタートアップへの投資環境整備,"補助金の目的：投資資金以外の投資活動に必要なＰｏC経費を補助し、中小・ＳＵへの投資に結びつけるための取組を支援
補助対象者　：マッチング支援で選定したCVC
補助対象経費：概念実証（ＰｏＣ）委託料
負担割合　　：都1/2、事業者1/2",5 ,民間団体,"100,000",産業労働局産業・エネルギー政策部計画課,03-5000-7724,
2025,15,産業労働局,13,環境,運輸・物流分野における脱炭素化支援,運輸・物流分野における脱炭素化支援事業事務費補助金,"補助金の目的：運輸・物流分野における脱炭素化支援事業の事務に必要な経費を補助
補助対象者　：（公財）東京都環境公社
補助対象経費：事務費等
負担割合　　：都10/10",3 ,政策連携団体,"29,280",産業労働局産業・エネルギー政策部計画課,03-5000-7721,
2025,15,産業労働局,13,環境,グリーン製品市場の創出に向けたサプライチェーンにおける脱炭素化支援事業,グリーン製品市場の創出に向けたサプライチェーンにおける脱炭素化支援事業事務費補助金,"補助金の目的：グリーン製品市場の創出に向けたサプライチェーンにおける脱炭素化支援事業
補助対象者　：（公財）東京都環境公社
補助対象経費：事務費等
負担割合　　：都10/10",3 ,政策連携団体,"19,630",産業労働局産業・エネルギー政策部計画課,03-5000-7721,
2025,15,産業労働局,13,環境,中小企業のサプライチェーンにおける脱炭素化促進支援事業,中小企業のサプライチェーンにおける脱炭素化促進支援事業事務費補助金,"補助金の目的：中小企業のサプライチェーンにおける脱炭素化促進支援事業の事務に必要な経費を補助
補助対象者　：（公財）東京都中小企業振興公社
補助対象経費：事務費等
負担割合　　：都10/10",3 ,政策連携団体,"47,668",産業労働局産業・エネルギー政策部計画課,03-5000-7724,
2025,15,産業労働局,13,環境,企業の脱炭素経営に向けた計画策定支援事業,企業の脱炭素経営に向けた計画策定支援事業事務費補助金,"補助金の目的：企業の脱炭素経営に向けた計画策定支援事業の事務に必要な経費を補助
補助対象者　：（公財）東京都環境公社
補助対象経費：事務費等
負担割合　　：都10/10",3 ,政策連携団体,"9,094",産業労働局産業・エネルギー政策部計画課,03-5000-7724,
2025,15,産業労働局,13,環境,脱炭素燃料活用における事業化促進支援事業,脱炭素燃料活用における事業化促進支援事業事務費補助金,"補助金の目的：脱炭素燃料活用における事業化促進支援事業の事務に必要な経費を補助
補助対象者　：（公財）東京都環境公社
補助対象経費：事務費等
負担割合　　：都10/10",3 ,政策連携団体,"13,517",産業労働局産業・エネルギー政策部計画課,03-5000-7724,
2025,15,産業労働局,13,環境,企業のＳｃｏｐｅ３対応に向けた航空貨物輸送でのＳＡＦ活用促進事業,企業のＳｃｏｐｅ３対応に向けた航空貨物輸送でのＳＡＦ活用促進事業事務費補助金,"補助金の目的：企業のＳｃｏｐｅ３対応に向けた航空貨物輸送でのＳＡＦ活用促進事業の事務に必要な経費を補助
補助対象者　：（公財）東京都環境公社
補助対象経費：事務費等
負担割合　　：都10/10",3 ,政策連携団体,"15,121",産業労働局産業・エネルギー政策部計画課,03-5000-7724,
2025,15,産業労働局,13,環境,国産SAF利用促進事業,国産SAF利用促進事業事務費補助金,"補助金の目的：国産SAF利用促進事業の事務に必要な経費を補助
補助対象者　：（公財）東京都環境公社
補助対象経費：事務費等
負担割合　　：都10/10",3 ,政策連携団体,"8,533",産業労働局産業・エネルギー政策部計画課,03-5000-7724,
2025,15,産業労働局,13,環境,グローバルサウスのＧＸ促進プロジェクト,グローバルサウスのＧＸ促進プロジェクト事務費補助金,"補助金の目的：グローバルサウスのＧＸ促進プロジェクトの事務に必要な経費を補助
補助対象者　：（公財）東京都環境公社
補助対象経費：事務費等
負担割合　　：都10/10",3 ,政策連携団体,"341,448",産業労働局産業・エネルギー政策部計画課,03-5000-7719,
2025,15,産業労働局,13,環境,中小企業等における排出量取引創出に向けた社会実装事業,中小企業等における排出量取引創出のためのモデル事業に係る事務費補助金,"補助金の目的：中小企業等における排出量取引創出のためのモデル事業の事務に必要な経費を補助
補助対象者　：（公財）東京都環境公社
補助対象経費：事務費等
負担割合　　：都10/10",3 ,政策連携団体,"60,534",産業労働局産業・エネルギー政策部計画課,03-5000-7723,
2025,15,産業労働局,13,環境,カーボンクレジット活用促進事業,カーボンクレジット活用促進事業事務費補助金,"補助金の目的：カーボンクレジット活用促進事業事務に必要な経費を補助
補助対象者　：（公財）東京都環境公社
補助対象経費：事務費等
負担割合　　：都10/10",3 ,政策連携団体,"17,039",産業労働局産業・エネルギー政策部計画課,03-5000-7723,
2025,15,産業労働局,13,環境,環境に配慮したマルチエネルギーステーション化に向けた経営力強化・設備導入等支援事業,環境に配慮したマルチエネルギーステーション化に向けた経営力強化・設備導入等支援事業事務費補助金,"補助金の目的：環境に配慮したマルチエネルギーステーション化に向けた経営力強化・設備導入等支援事業の事務に必要な経費を補助
補助対象者　：（公財）東京都中小企業振興公社
補助対象経費：事務費等
負担割合　　：都10/10",3 ,政策連携団体,"136,500",産業労働局産業・エネルギー政策部計画課,03-5000-7721,
2025,15,産業労働局,13,環境,私募債を活用した脱炭素化企業の取組支援,私募債を活用した脱炭素化企業の取組支援補助金,"補助金の目的：私募債を活用した脱炭素化への取組の推進
補助対象者　：中小企業等
補助対象経費：私募債発行時に中小企業等が負担する手数料
負担割合　　：都1/2",5 ,民間団体,"40,695",産業労働局産業・エネルギー政策部計画課,03-5000-7712,
2025,15,産業労働局,13,環境,中小規模事業所向け省エネ型換気・空調設備導入支援事業,中小規模事業所向け省エネ型換気・空調設備導入支援事業事務費補助金,"補助金の目的：中小規模事業所向け省エネ型換気・空調設備導入支援事業の事務に必要な経費を補助
補助対象者　：（公財）東京都環境公社
補助対象経費：事務費等
負担割合　　：都10/10",3 ,政策連携団体,"7,791",産業労働局産業・エネルギー政策部事業者エネルギー推進課,03-5388-3443,
2025,15,産業労働局,13,環境,ゼロエミッション化に向けた省エネ設備導入・運用改善支援事業,ゼロエミッション化に向けた省エネ設備導入・運用改善支援事業事務費補助金,"補助金の目的：ゼロエミッション化に向けた省エネ設備導入・運用改善支援事業の事務に必要な経費を補助
補助対象者　：（公財）東京都環境公社
補助対象経費：事務費等
負担割合　　：都10/10",3 ,政策連携団体,"121,688",産業労働局産業・エネルギー政策部事業者エネルギー推進課,03-5388-3443,
2025,15,産業労働局,13,環境,環境に配慮したエネルギーステーションづくりに向けた設備等導入支援事業,環境に配慮したエネルギーステーションづくりに向けた設備等導入支援事業事務費補助金,"補助金の目的：環境に配慮したエネルギーステーションづくりに向けた設備等導入支援事業の事務に必要な経費を補助
補助対象者　：（公財）東京都環境公社
補助対象経費：事務費等
負担割合　　：都10/10",3 ,政策連携団体,"13,282",産業労働局産業・エネルギー政策部事業者エネルギー推進課,03-5388-3443,
2025,15,産業労働局,13,環境,中小規模事業所のゼロエミッションビル化支援事業,中小規模事業所のゼロエミッションビル化支援事業事務費補助金,"補助金の目的：中小規模事業所のゼロエミッションビル化支援事業の事務に必要な経費を補助
補助対象者　：（公財）東京都環境公社
補助対象経費：事務費等
負担割合　　：都10/10",3 ,政策連携団体,"25,546",産業労働局産業・エネルギー政策部事業者エネルギー推進課,03-5388-3443,
2025,15,産業労働局,13,環境,中小規模事業所向け廃熱等有効利用設備導入支援事業,中小規模事業所向け廃熱等有効利用設備導入支援事業事務費補助金,"補助金の目的：中小規模事業所向け廃熱等有効利用設備導入支援事業の事務に必要な経費を補助
補助対象者　：（公財）東京都環境公社
補助対象経費：事務費等
負担割合　　：都10/10",3 ,政策連携団体,"25,509",産業労働局産業・エネルギー政策部事業者エネルギー推進課,03-5388-3443,
2025,15,産業労働局,13,環境,再エネ電源都外調達事業（都外PPA）,再エネ電源都外調達事業（都外PPA）事務費補助金,"補助金の目的：再エネ電源都外調達事業（都外PPA）の事務に必要な経費を補助
補助対象者　：（公財）東京都環境公社
補助対象経費：事務費等
負担割合　　：都10/10",3 ,政策連携団体,"17,748",産業労働局産業・エネルギー政策部事業者エネルギー推進課,03-5320-7783,
2025,15,産業労働局,13,環境,都有施設の再エネ100%化につながる島しょ地域における太陽光発電設備等導入事業,島しょ地域における太陽光発電設備等助成事業事務費補助金,"補助金の目的：島しょ地域における太陽光発電設備等助成事業の事務に必要な経費を補助
補助対象者　：（公財）東京都環境公社
補助対象経費：事務費等
負担割合　　：都10/10",3 ,政策連携団体,"6,432",環境局気候変動対策部地域エネルギー課,03-5388-3745,
2025,15,産業労働局,13,環境,地産地消型再エネ・蓄エネ設備導入促進事業,地産地消型再エネ・蓄エネ設備導入促進事業事務費補助金,"補助金の目的：地産地消型再エネ・蓄エネ設備導入促進事業の事務に必要な経費を補助
補助対象者　：（公財）東京都環境公社
補助対象経費：事務費等
負担割合　　：都10/10",3 ,政策連携団体,"151,811",産業労働局産業・エネルギー政策部事業者エネルギー推進課,03-5320-7783,
2025,15,産業労働局,13,環境,島しょ地域における再エネ導入促進事業,島しょ地域における再エネ導入促進事業事務費補助金,"補助金の目的：島しょ地域における再エネ導入促進事業の事務に必要な経費を補助
補助対象者　：（公財）東京都環境公社
補助対象経費：事務費等
負担割合　　：都10/10",3 ,政策連携団体,"16,403",産業労働局産業・エネルギー政策部事業者エネルギー推進課,03-5320-4684,
2025,15,産業労働局,13,環境,コージェネレーションシステム導入支援事業,コージェネレーションシステム導入支援事業事務費補助金,"補助金の目的：コージェネレーションシステム導入支援事業の事務に必要な経費を補助
補助対象者　：（公財）東京都環境公社
補助対象経費：事務費等
負担割合　　：都10/10",3 ,政策連携団体,"11,047",産業労働局産業・エネルギー政策部事業者エネルギー推進課,03-5388-3915,
2025,15,産業労働局,13,環境,再エネ導入拡大を見据えた系統用大規模蓄電池導入支援事業,再エネ導入拡大を見据えた系統用大規模蓄電池導入支援事業事務費補助金,"補助金の目的：再エネ導入拡大を見据えた系統用大規模蓄電池導入支援事業の事務に必要な経費を補助
補助対象者　：（公財）東京都環境公社
補助対象経費：事務費等
負担割合　　：都10/10",3 ,政策連携団体,"25,191",産業労働局産業・エネルギー政策部事業者エネルギー推進課,03-5388-3915,
2025,15,産業労働局,13,環境,需給最適化に向けたエネルギーマネジメント推進事業,需給最適化に向けたエネルギーマネジメント推進事業事務費補助金,"補助金の目的：需給最適化に向けたエネルギーマネジメント推進事業の事務に必要な経費を補助
補助対象者　：（公財）東京都環境公社
補助対象経費：事務費等
負担割合　　：都10/10",3 ,政策連携団体,"83,761",産業労働局産業・エネルギー政策部事業者エネルギー推進課,03-5388-3915,
2025,15,産業労働局,13,環境,再エネ由来水素の本格活用を見据えた設備等導入促進事業,再エネ由来水素の本格活用を見据えた設備等導入促進事業事務費補助金,"補助金の目的：再エネ由来水素の本格活用を見据えた設備等導入促進事業の事務に必要な経費を補助
補助対象者　：（公財）東京都環境公社
補助対象経費：事務費等
負担割合　　：都10/10",3 ,政策連携団体,"7,522",産業労働局産業・エネルギー政策部新エネルギー推進課,03-5388-3570,
2025,15,産業労働局,13,環境,グリーン水素の社会実装化に向けた設備等導入促進事業,グリーン水素の社会実装化に向けた設備等導入促進事業事務費補助金,"補助金の目的：グリーン水素の社会実装化に向けた設備等導入促進事業の事務に必要な経費を補助
補助対象者　：（公財）東京都環境公社
補助対象経費：事務費等
負担割合　　：都10/10",3 ,政策連携団体,"31,317",産業労働局産業・エネルギー政策部事業者エネルギー推進課,03-5388-3570,
2025,15,産業労働局,13,環境,水素を活用したスマートエネルギーエリア形成推進事業,水素を活用したスマートエネルギーエリア形成推進事業事務費補助金,"補助金の目的：水素を活用したスマートエネルギーエリア形成推進事業の事務に必要な経費を補助
補助対象者　：（公財）東京都環境公社
補助対象経費：事務費等
負担割合　　：都10/10",3 ,政策連携団体,"6,287",産業労働局産業・エネルギー政策部新エネルギー推進課,03-5388-3570,
2025,15,産業労働局,13,環境,グリーン水素製造・利用の実機実装等支援事業,グリーン水素製造・利用の実機実装等支援事業事務費補助金,"補助金の目的：グリーン水素製造・利用の実機実装等支援事業の事務に必要な経費を補助
補助対象者　：（公財）東京都環境公社
補助対象経費：事務費等
負担割合　　：都10/10",3 ,政策連携団体,"25,214",産業労働局産業・エネルギー政策部新エネルギー推進課,03-5388-3570,
2025,15,産業労働局,13,環境,グリーン水素の環境価値評価・活用促進事業,グリーン水素率先利用事業者認証制度における水素活用奨励補助金,"補助金の目的：グリーン水素率先利用事業者認証制度における水素活用に係る奨励金を補助
補助対象者　：グリーン水素率先利用事業者の認証を受けた者
補助対象経費：グリーン水素の購入経費等
負担割合　　：1/2から2/3まで（認証区分に応じて設定）",5 ,民間団体,"40,000",産業労働局産業・エネルギー政策部新エネルギー推進課,03-5388-3570,
2025,15,産業労働局,13,環境,新エネルギー推進に係る技術開発支援事業,新エネルギー推進に係る技術開発支援事業事務費補助金,"補助金の目的：新エネルギー推進に係る技術開発支援事業の事務に必要な経費を補助
補助対象者　：（公財）東京都環境公社
補助対象経費：事務費等
負担割合　　：都10/10",3 ,政策連携団体,"218,642",産業労働局産業・エネルギー政策部新エネルギー推進課,03-5388-3402,
2025,15,産業労働局,13,環境,ＺＥＶ普及促進事業,ＺＥＶ普及促進事業事務費補助金,"補助金の目的：ＺＥＶ普及促進事業の事務に必要な経費を補助
補助対象者　：（公財）東京都環境公社
補助対象経費：事務費等
負担割合　　：都10/10",3 ,政策連携団体,"160,028",産業労働局産業・エネルギー政策部新エネルギー推進課及び事業者エネルギー推進課,"03-5320-7884(EV・PHEV)
03-5388-3570(FCV)
03-5388-3599 (電動バイク)",
2025,15,産業労働局,13,環境,燃料電池バス導入促進事業,"商用燃料電池車両等導入促進事業に係る事務費補助金
（燃料電池バス・タクシー導入促進事業）","補助金の目的：燃料電池バス・タクシー導入促進事業の事務に必要な経費を補助
補助対象者　：（公財）東京都環境公社
補助対象経費：事務費等
負担割合　　：都10/10",3 ,政策連携団体,"10,393",産業労働局産業・エネルギー政策部新エネルギー推進課,03-5320-7782,
2025,15,産業労働局,13,環境,ＥＶバス・ＥＶトラック導入促進事業,ＥＶバス・ＥＶトラック導入促進事業事務費補助金,"補助金の目的：ＥＶバス・ＥＶトラック導入促進事業の事務に必要な経費を補助
補助対象者　：（公財）東京都環境公社
補助対象経費：事務費等
負担割合　　：都10/10",3 ,政策連携団体,"44,217",産業労働局産業・エネルギー政策部事業者エネルギー推進課,03-5320-7884,
2025,15,産業労働局,13,環境,ＺＥＶ活用による島しょ地域防災力向上事業,ＺＥＶ活用による島しょ地域防災力向上事業事務費補助金,"補助金の目的：ＺＥＶ活用による島しょ地域防災力向上事業の事務に必要な経費を補助
補助対象者　：（公財）東京都環境公社
補助対象経費：事務費等
負担割合　　：都10/10",3 ,政策連携団体,"7,651",産業労働局産業・エネルギー政策部事業者エネルギー推進課,03-5388-3599,
2025,15,産業労働局,13,環境,シェアリング・レンタル用車両ZEV化促進事業,シェアリング・レンタル用車両ZEV化促進事業事務費補助金,"補助金の目的：シェアリング・レンタル用車両ZEV化促進事業の事務に必要な経費を補助
補助対象者　：（公財）東京都環境公社
補助対象経費：事務費等
負担割合　　：都10/10",3 ,政策連携団体,"21,456",産業労働局産業・エネルギー政策部新エネルギー推進課及び事業者エネルギー推進課,"03-5320-7884(EV・PHEV)
03-5388-3570(FCV)
",
2025,15,産業労働局,13,環境,燃料電池トラック実装支援事業,"商用燃料電池車両等導入促進事業に係る事務費補助金
（燃料電池トラック実装支援事業）","補助金の目的：燃料電池等トラック実装支援事業の事務に必要な経費を補助
補助対象者　：（公財）東京都環境公社
補助対象経費：事務費等
負担割合　　：都10/10",3 ,政策連携団体,"81,645",産業労働局産業・エネルギー政策部新エネルギー推進課,03-5320-7782,
2025,15,産業労働局,13,環境,燃料電池フォークリフト実装支援事業,"商用燃料電池車両等導入促進事業に係る事務費補助金
（燃料電池フォークリフト実装支援事業）","補助金の目的：燃料電池フォークリフト実装支援事業の事務に必要な経費を補助
補助対象者　：（公財）東京都環境公社
補助対象経費：事務費等
負担割合　　：都10/10",3 ,政策連携団体,"6,776",産業労働局産業・エネルギー政策部新エネルギー推進課,03-5320-7782,
2025,15,産業労働局,13,環境,ＺＥＶごみ収集車実装支援事業,"商用燃料電池車両等導入促進事業に係る事務費補助金
（ＺＥＶごみ収集車実装支援事業）","補助金の目的：ＺＥＶごみ収集車実装支援事業の事務に必要な経費を補助
補助対象者　：（公財）東京都環境公社
補助対象経費：事務費等
負担割合　　：都10/10",3 ,政策連携団体,"1,723",産業労働局産業・エネルギー政策部新エネルギー推進課,03-5320-7782,
2025,15,産業労働局,13,環境,空港等におけるFCモビリティ早期実装化支援事業,"商用燃料電池車両等導入促進事業に係る事務費補助金
（空港等におけるFCモビリティ早期実装化支援事業）","補助金の目的：空港等におけるFCモビリティ早期実装化支援事業の事務に必要な経費を補助
補助対象者　：（公財）東京都環境公社
補助対象経費：事務費等
負担割合　　：都10/10",3 ,政策連携団体,"5,927",産業労働局産業・エネルギー政策部新エネルギー推進課,03-5320-7782,
2025,15,産業労働局,13,環境,充電設備普及促進事業,充電設備普及促進事業事務費補助金,"補助金の目的：充電設備普及促進事業の事務に必要な経費を補助
補助対象者　：（公財）東京都環境公社
補助対象経費：事務費等
負担割合　　：都10/10",3 ,政策連携団体,"216,172",産業労働局産業・エネルギー政策部事業者エネルギー推進課,03-5320-7885,
2025,15,産業労働局,13,環境,EVバイク充電環境促進事業,EVバイク充電環境促進事業事務費補助金,"補助金の目的：EVバイク充電環境促進事業の事務に必要な経費を補助
補助対象者　：（公財）東京都環境公社
補助対象経費：事務費等
負担割合　　：都10/10",3 ,政策連携団体,"2,256",産業労働局産業・エネルギー政策部事業者エネルギー推進課,03-5388-3599,
2025,15,産業労働局,13,環境,水素ステーション設備等導入促進事業,水素ステーション設備等導入促進事業事務費補助金,"補助金の目的：水素ステーション設備等導入促進事業の事務に必要な経費を補助
補助対象者　：（公財）東京都環境公社
補助対象経費：事務費等
負担割合　　：都10/10",3 ,政策連携団体,"55,505",産業労働局産業・エネルギー政策部新エネルギー推進課,03-5320-7782,
2025,15,産業労働局,13,環境,水素ステーションとカーシェア等のパッケージ支援事業,水素ステーションとカーシェア等のパッケージ支援事業事務費補助金,"補助金の目的：水素ステーションとカーシェア等のパッケージ支援事業の事務に必要な経費を補助
補助対象者　：（公財）東京都環境公社
補助対象経費：事務費等
負担割合　　：都10/10",3 ,政策連携団体,"7,709",産業労働局産業・エネルギー政策部新エネルギー推進課,03-5320-7782,
2025,15,産業労働局,10,観光,ウェブサイトによる情報発信,東京都観光情報発信事業補助金（ウェブサイトによる情報発信）,"補助金の目的：国内外からの旅行者の誘致
補助対象者　：東京観光財団
補助対象経費：ウェブサイトによる観光情報発信に要する経費
負担割合　　： 都10/10",3 ,政策連携団体,"433,998",産業労働局観光部受入環境課,03-5320-4802,https://www.tcvb.or.jp/jp/project/yuchi/
2025,15,産業労働局,10,観光,東京都ＭＩＣＥ連携推進協議会の運営,東京都ＭＩＣＥ連携推進協議会の運営事業費補助金,"補助金の目的：東京都ＭＩＣＥ連携推進協議会の運営
補助対象者　：東京観光財団
補助対象経費：東京都ＭＩＣＥ連携推進協議会の運営及びMICEシンポジウム開催に要する経費
負担割合　　：都10/10",3 ,政策連携団体,"27,398",産業労働局観光部企画課,03-5320-4765,https://www.tcvb.or.jp/jp/project/convention/
2025,15,産業労働局,10,観光,MICE情報発信の展開,東京都ＭＩＣＥ情報発信の展開事業費補助金,"補助金の目的：情報発信を通じた都内ＭＩＣＥ誘致の促進
補助対象者　：東京観光財団
補助対象経費：MICE関連事業者等に対するPR活動に要する経費
負担割合　　：都10/10",3 ,政策連携団体,"425,524",産業労働局観光部企画課,03-5320-4765,https://www.tcvb.or.jp/jp/project/convention/
2025,15,産業労働局,10,観光,MICEプロモーション基盤の強化,東京都ＭＩＣＥプロモーション基盤強化事業費補助金,"補助金の目的：都内ＭＩＣＥ誘致促進のためのプロモーション基盤の強化
補助対象者　：東京観光財団
補助対象経費：国際アライアンス組織加盟及び国際団体等への研修・派遣等に要する経費
負担割合　　：　都10/10",3 ,政策連携団体,"25,432",産業労働局観光部企画課,03-5320-4765,https://www.tcvb.or.jp/jp/project/convention/
2025,15,産業労働局,10,観光,国際会議誘致・開催支援事業　,国際会議誘致活動事務費補助金,"補助金の目的：国際会議の誘致活動に要する費用を負担
補助対象者　：東京観光財団
補助対象経費：国内誘致団体に対して行う国際会議誘致の支援に必要な業務に要する経費
負担割合　　：都10/10",3 ,政策連携団体,"13,733",産業労働局観光部企画課,03-5320-4765,https://www.tcvb.or.jp/jp/project/convention/
2025,15,産業労働局,10,観光,報奨旅行等誘致・開催支援事業,東京都報奨旅行等誘致・開催支援事業費補助金,"補助金の目的：報奨旅行等の誘致活動に要する費用等を負担
補助対象者　：東京観光財団
補助対象経費：企業系会議・報奨旅行等の誘致及び開催に要する経費
負担割合　　：　都10/10",3 ,政策連携団体,"81,720",産業労働局観光部企画課,03-5320-4765,https://www.tcvb.or.jp/jp/project/convention/
2025,15,産業労働局,10,観光,島しょ地域におけるMICE誘致促進事業　,島しょ地域におけるＭＩＣＥ開催に向けたプロモーション事業費補助金,"補助金の目的：東京都島しょ地域におけるＭＩＣＥ誘致促進
補助対象者　：東京観光財団
補助対象経費：MICE関連事業者等に対するプロモーション活動に要する経費
負担割合　　：　都10/10",3 ,政策連携団体,"4,588",産業労働局観光部企画課,03-5320-4765,https://www.tcvb.or.jp/jp/project/convention/
2025,15,産業労働局,10,観光,ユニークベニューの魅力発信,東京都ユニークベニュー魅力発信事業費補助金,"補助金の目的：都内ユニークべニュー施設の魅力発信
補助対象者　：東京観光財団
補助対象経費：ユニークベニューショーケースイベントの実施に要する経費
負担割合　　：　都10/10",3 ,政策連携団体,"42,999",産業労働局観光部企画課,03-5320-4765,https://www.tcvb.or.jp/jp/project/convention/
2025,15,産業労働局,10,観光,ユニークベニュー利用促進事業,東京都ユニークベニュー会場設営支援事業費補助金,"補助金の目的：都内ユニークベニュー施設の利用促進
補助対象者　：東京観光財団
補助対象経費：ユニークベニュー施設の利用に伴う会場設営支に要する経費
負担割合　　：　都10/10",3 ,政策連携団体,"127,000",産業労働局観光部企画課,03-5320-4765,https://www.tcvb.or.jp/jp/project/convention/
2025,15,産業労働局,10,観光,都市間連携によるＭＩＣＥ誘致の推進,都市間連携によるＭＩＣＥ誘致の推進事業費補助金,"補助金の目的：国内他都市との連携によるＭＩＣＥ誘致の推進
補助対象者　：東京観光財団
補助対象経費：都市間連携によるMICE誘致推進活動に要する経費
負担割合　　：　都10/10",3 ,政策連携団体,"30,189",産業労働局観光部企画課,03-5320-4765,https://www.tcvb.or.jp/jp/project/convention/
2025,15,産業労働局,10,観光,多摩・島しょ地域観光施設整備等補助事業,多摩・島しょ地域観光施設整備等補助金（ハード事業）,"補助金の目的：「観光」を主要な産業としている多摩・島しょ地域において、市町村が行う新しい観光需要に対応したきめ細かな受入体制づくりを支援することにより、施設整備、情報発信等の充実及び観光客増加を目的とする。
補助対象者　：西多摩地域及び島しょ地域の１７市町村
補助対象経費：施設整備事業
負担割合　　：1/2",1 ,区市町村,"110,000",産業労働局観光部振興課,03-5320-4768,
2025,15,産業労働局,10,観光,多摩・島しょ地域観光施設整備等補助事業,多摩・島しょ地域観光施設整備等補助金（ソフト事業）,"補助金の目的：「観光」を主要な産業としている多摩・島しょ地域において、市町村が行う新しい観光需要に対応したきめ細かな受入体制づくりを支援することにより、施設整備、情報発信等の充実及び観光客増加を目的とする。
補助対象者　：西多摩地域及び島しょ地域の１７市町村
補助対象経費：観光振興事業
負担割合　　：1/2",1 ,区市町村,"39,000",産業労働局観光部振興課,03-5320-4768,
2025,15,産業労働局,10,観光,島しょ地域の観光振興事業,島しょ観光産業活性化支援事業補助金,"補助金の目的：「観光」を主要な産業としている島しょ地域において、各島が抱える共通課題を解決するため、島しょが主体的に取り組む観光振興事業を支援し、東京の更なる魅力向上を図る。
補助対象者　：大島町、新島村、神津島、八丈町
補助対象経費：観光産業活性化のための誘客事業
負担割合　　：1/2",1 ,区市町村,"10,000",産業労働局観光部振興課,03-5320-4768,
2025,15,産業労働局,10,観光,島しょ地域の観光振興事業,島しょ観光客誘致支援事業補助金,"補助金の目的：島の個性的な魅力な魅力を活かして実施されるイベント事業を活用して観光客を誘致し、島しょ観光の振興を図る。
補助対象者　：新島村
補助対象経費：島の魅力を活かし、新たな取組を付加して行うもので、島しょ全体の観光の魅力向上につながるもの。かつ、都が都知事杯の授与や後援名義の使用を認めるなどの支援を行うもの。
負担割合　　：都10/10",1 ,区市町村,"2,500",産業労働局観光部振興課,03-5320-4768,
2025,15,産業労働局,10,観光,東京都版エコツーリズムの推進,御蔵島村観光施設整備事業補助金,"補助金の目的：東京都版エコツーリズムを確実に定着・推進するため、御蔵島において自然を将来にわたって持続的に維持するとともに、観光資源として積極的に活用し、地域経済の発展と自然環境保護の調和を図る。
補助対象者　：御蔵島村
補助対象経費：御蔵島村が実施する観光施設整備事業
負担割合　　：1/２",1 ,区市町村,"20,000",産業労働局観光部振興課,03-5320-4768,
2025,15,産業労働局,10,観光,東京都版エコツーリズムの推進,三宅村観光施設整備事業補助金,"補助金の目的：東京都版エコツーリズムを確実に定着・推進するため、三宅島において自然を将来にわたって持続的に維持するとともに、観光資源として積極的に活用し、地域経済の発展と自然環境保護の調和を図る。
補助対象者　：三宅村
補助対象経費：三宅村が実施する観光施設整備事業
負担割合　　：1/2",1 ,区市町村,"20,000",産業労働局観光部振興課,03-5320-4768,
2025,15,産業労働局,10,観光,多摩・島しょ観光交通促進プロジェクト,観光交通インフラ整備支援補助金,"補助金の目的：多摩・島しょ地域において、移動アクセス手段の更なる充実を図るため、新たな交通サービスの導入など、自治体等の交通インフラ開発を支援する。
補助対象者　：東京観光財団
補助対象経費：補助事業者が実施する、多摩・島しょ地域におけるシェアサイクルや新たな交通用具の導入等を支援する事業に対する経費
負担割合　　：10/10",3 ,政策連携団体,"12,000",産業労働局観光部振興課,03-5320-4768,
2025,15,産業労働局,10,観光,島しょ地域を活用した縁結び観光プロジェクト,東京都島しょ地域縁結び観光事業補助金,"補助金の目的：島しょ地域における縁結びに関連する旅行者誘致の取組に対して補助金を交付することにより、国内在住の20～40歳代を中心とした旅行者を島しょ地域に誘致すること。
補助対象者　：東京観光財団
補助対象経費：観光資源開発に係る助成経費、観光資源を活用したイベントやPR事業に係る
負担割合　　：10/10",3 ,政策連携団体,"30,000",産業労働局観光部振興課,03-5320-4768,
